,Name,Link,Distillery,Vintage,Country,Region,Size,Whisky Type,Bottles Produced,Distillery Staus,Strength,Warnings,Sold on,Cask No.,Cask Finish,Fill Level,Bottle No.,Cask Type,Batch No.,Winning Bid,Highest bid,Lot Id
932,Macallan - Harmony - Smooth Arabica - 2x 70cl,https://www.highlandwhiskyauctions.com/lot-120742/macallan-harmony-smooth-arabica-2x-70cl/auction-12,Macallan,,Scotland,Speyside,140cl,SingleMaltWhisky,,Operational,40%,Box condition.Chip on label.,06/01/2023,,,,,,, £500.00,,120742
933,Glen Grant - 1948 & 1961 Royal Marriage - Gordon & MacPhail,https://www.highlandwhiskyauctions.com/lot-120752/glen-grant-1948-1961-royal-marriage-gordon-macphail/auction-12,GlenGrant,,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,40%,Label & cap condition.,,,,,,,,, £500.00,120752
934,Bowmore - Distillery Managers Selection 1997 - Distillery Exclusive,https://www.highlandwhiskyauctions.com/lot-120236/bowmore-distillery-managers-selection-1997-distillery-exclusive/auction-12,Bowmore,,Scotland,Islay,70cl,SingleMaltWhisky,3000,Operational,51.7%,Minor box marks.,,653-658&660-665,,,2406,,,, £500.00,120236
935,Bowmore - Distillery Managers Selection 1997 - Distillery Exclusive,https://www.highlandwhiskyauctions.com/lot-120237/bowmore-distillery-managers-selection-1997-distillery-exclusive/auction-12,Bowmore,,Scotland,Islay,70cl,SingleMaltWhisky,3000,Operational,51.7%,Minor box marks.,,653-658&660-665,,,2959,,,, £500.00,120237
936,Macallan - 1861 Replica,https://www.highlandwhiskyauctions.com/lot-120517/macallan-1861-replica/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,42.7%,Box condition.,,,,,,,,, £500.00,120517
937,Glenfarclas - 1986 The Family Cask #4335 - Winter 2018,https://www.highlandwhiskyauctions.com/lot-120170/glenfarclas-1986-the-family-cask-4335-winter-2018/auction-12,Glenfarclas,,Scotland,Speyside,70cl,SingleMaltWhisky,219,Operational,55%,None,06/01/2023,4335,,,,,, £480.00,,120170
938,Glen Garioch - 30 Years Old - Vintage Edition 1978,https://www.highlandwhiskyauctions.com/lot-120448/glen-garioch-30-years-old-vintage-edition-1978/auction-12,GlenGarioch,30YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,1320,Operational,57.8%,Minor marks on box.,,,,,132,,,, £480.00,120448
939,Port Ellen - 25 Years Old - Bladnoch Forum,https://www.highlandwhiskyauctions.com/lot-120449/port-ellen-25-years-old-bladnoch-forum/auction-12,PortEllen,25YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,650,Closed,56.2%,None,,2037,,,,,,, £480.00,120449
940,Highland Park - 1973 - Gordon & MacPhail Gift Pack,https://www.highlandwhiskyauctions.com/lot-120207/highland-park-1973-gordon-macphail-gift-pack/auction-12,HighlandPark,,Scotland,Islands,70cl,SingleMaltWhisky,,Operational,43%,Minor box marks.,,,,,,,,, £480.00,120207
941,Clynelish - Cardhu - Caol Ila - Glenkinchie - Four Corners Of Scotland Collection 4x 70cl,https://www.highlandwhiskyauctions.com/lot-120304/clynelish-cardhu-caol-ila-glenkinchie-four-corners-of-scotland-collection-4x-70cl/auction-12,,,Scotland,,280cl,SingleMaltWhisky,,,58.2%,Clynelish box has small indents where magnets are.Minor scratch mark on Caol Ila box.,,,,,,,,, £480.00,120304
942,Dailuaine - 22 Years Old - Rare Malts 60.92% 1975 - 75cl,https://www.highlandwhiskyauctions.com/lot-120317/dailuaine-22-years-old-rare-malts-6092-1975-75cl/auction-12,Dailuaine,22YearsOld,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,60.92%,Very minor labels marks.,,,,,11220,,,, £480.00,120317
943,Macallan - Concept 1 - 2018,https://www.highlandwhiskyauctions.com/lot-120333/macallan-concept-1-2018/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box condition.,,,,,,,,, £480.00,120333
944,Glenlivet - 27 Years Old - Cellar Collection 1994,https://www.highlandwhiskyauctions.com/lot-120157/glenlivet-27-years-old-cellar-collection-1994/auction-12,Glenlivet,27YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,192,Operational,47.3%,None,,,,,97,,,, £460.00,120157
945,Lagavulin - Islay Jazz Festival 2013,https://www.highlandwhiskyauctions.com/lot-120455/lagavulin-islay-jazz-festival-2013/auction-12,Lagavulin,,Scotland,Islay,70cl,SingleMaltWhisky,1500,Operational,51.9%,None,06/01/2023,,,,0944,,, £460.00,,120455
946,Linkwood - 26 Years Old - Rare Malts 56.1% - 1975,https://www.highlandwhiskyauctions.com/lot-120725/linkwood-26-years-old-rare-malts-561-1975/auction-12,Linkwood,26YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,56.1%,Box condition.,,,,,1196,,,, £460.00,120725
947,Macallan - Concept 1 - 2018,https://www.highlandwhiskyauctions.com/lot-120263/macallan-concept-1-2018/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box condition.,,,,,,,,, £460.00,120263
948,Jameson - Rarest Vintage Reserve - 2007 Edition ,https://www.highlandwhiskyauctions.com/lot-120181/jameson-rarest-vintage-reserve-2007-edition/auction-12,Jameson,,Ireland,Ireland,70cl,IrishWhisky,,Operational,46%,Box damage.,,,,,10461,,,, £440.00,120181
949,Glenmorangie - 1991 Grand Vintage (Bond House No.1),https://www.highlandwhiskyauctions.com/lot-120245/glenmorangie-1991-grand-vintage-bond-house-no1/auction-12,Glenmorangie,,Scotland,Highland,70cl,SingleMaltWhisky,7551,Operational,43%,None,06/01/2023,,,,3017,,, £440.00,,120245
950,Macallan - The Harmony Collection - Fine Cacao,https://www.highlandwhiskyauctions.com/lot-120335/macallan-the-harmony-collection-fine-cacao/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,06/01/2023,,,,,,, £440.00,,120335
951,Cadenhead's - Miniature Selection x12,https://www.highlandwhiskyauctions.com/lot-120867/cadenheads-miniature-selection-x12/auction-12,Cadenhead's,,Scotland,,60cl,SingleMaltWhisky,,,46%,None,06/01/2023,,,,,,, £440.00,,120867
952,Yamazaki - Puncheon Cask - 2022 Edition,https://www.highlandwhiskyauctions.com/lot-120204/yamazaki-puncheon-cask-2022-edition/auction-12,Yamazaki,,Japan,Japanese,70cl,SingleMaltWhisky,,Operational,48%,Crease on side of box.,06/01/2023,,,,,,, £420.00,,120204
953,Glenfiddich - Snow Phoenix - Limited Edition,https://www.highlandwhiskyauctions.com/lot-120230/glenfiddich-snow-phoenix-limited-edition/auction-12,Glenfiddich,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,47.6%,Very minor box scratches.,06/01/2023,,,,,,, £420.00,,120230
954,Glenlivet - 36 Years Old - Signatory Vintage 1981,https://www.highlandwhiskyauctions.com/lot-120241/glenlivet-36-years-old-signatory-vintage-1981/auction-12,Glenlivet,36YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,702,Operational,47.6%,None,,12,,,,,,, £420.00,120241
955,St Magdalene - 26 Years Old 1982 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120531/st-magdalene-26-years-old-1982-the-old-malt-cask/auction-12,SaintMagdaleneLinlithgow,26YearsOld,Scotland,Lowland,70cl,SingleMaltWhisky,511,Closed,50%,Minor box wear.,,4712,,,,,,, £420.00,120531
956,Jura - 15 Years Old - Paps Collection (3x 70cl),https://www.highlandwhiskyauctions.com/lot-120536/jura-15-years-old-paps-collection-3x-70cl/auction-12,Jura,15YearsOld,Scotland,Islands,210cl,SingleMaltWhisky,1366,Operational,46%,None,06/01/2023,,,,,,, £420.00,,120536
957,Macallan - Travel Decades Series - Forties (50cl),https://www.highlandwhiskyauctions.com/lot-120591/macallan-travel-decades-series-forties-50cl/auction-12,Macallan,,Scotland,Speyside,50cl,SingleMaltWhisky,,Operational,40%,General condition.,06/01/2023,,,,,,, £420.00,,120591
958,Glenfiddich - Snow Phoenix - Limited Edition,https://www.highlandwhiskyauctions.com/lot-120226/glenfiddich-snow-phoenix-limited-edition/auction-12,Glenfiddich,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,47.6%,None,06/01/2023,,,,,,, £410.00,,120226
959,Bowmore - Samaroli 2002,https://www.highlandwhiskyauctions.com/lot-120239/bowmore-samaroli-2002/auction-12,Bowmore,,Scotland,Islay,70cl,SingleMaltWhisky,380,Operational,50%,None,,14,,,185,,,, £400.00,120239
960,St Magdalene - 25 Years Old 1982 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120530/st-magdalene-25-years-old-1982-the-old-malt-cask/auction-12,SaintMagdaleneLinlithgow,25YearsOld,Scotland,Lowland,70cl,SingleMaltWhisky,378,Closed,50%,Minor box wear.,,4282,,,,,,, £400.00,120530
961,Linlithgow - 24 Years Old 1982 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120532/linlithgow-24-years-old-1982-the-old-malt-cask/auction-12,SaintMagdaleneLinlithgow,24YearsOld,Scotland,Lowland,70cl,SingleMaltWhisky,303,Closed,50%,Box wear.,,3560,,,,,,, £400.00,120532
962,Glenury - 21 Years Old 1980 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120534/glenury-21-years-old-1980-the-old-malt-cask/auction-12,GlenuryRoyal,21YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,404,Closed,50%,Box condition.,06/01/2023,,,,,,, £400.00,,120534
963,Cragganmore - 14 Years Old - 1971 Connoisseurs Choice 75cl,https://www.highlandwhiskyauctions.com/lot-120318/cragganmore-14-years-old-1971-connoisseurs-choice-75cl/auction-12,Cragganmore,14YearsOld,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,40%,Box condition.,06/01/2023,,,,,,, £400.00,,120318
964,Macallan - Travel Decades Series - Twenties (50cl),https://www.highlandwhiskyauctions.com/lot-120589/macallan-travel-decades-series-twenties-50cl/auction-12,Macallan,,Scotland,Speyside,50cl,SingleMaltWhisky,,Operational,40%,General condition.,06/01/2023,,,,,,, £400.00,,120589
965,Macallan - Travel Decades Series - Fifties (50cl),https://www.highlandwhiskyauctions.com/lot-120592/macallan-travel-decades-series-fifties-50cl/auction-12,Macallan,,Scotland,Speyside,50cl,SingleMaltWhisky,,Operational,40%,General condition.,06/01/2023,,,,,,, £400.00,,120592
966,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120278/glenallachie-16-years-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,Box condition.,06/01/2023,,,,,,, £390.00,,120278
967,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Past Edition,https://www.highlandwhiskyauctions.com/lot-120279/glenallachie-16-years-old-billy-walker-50th-anniversary-past-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,57.1%,None,06/01/2023,,,,,,, £390.00,,120279
968,Macallan - The Harmony Collection - Rich Cacao & Intense Arabica (2x 70cl),https://www.highlandwhiskyauctions.com/lot-120501/macallan-the-harmony-collection-rich-cacao-intense-arabica-2x-70cl/auction-12,Macallan,,Scotland,Speyside,140cl,SingleMaltWhisky,,Operational,44%,None,06/01/2023,,,,,,, £380.00,,120501
969,Clynelish - 24 Years Old 1983 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120535/clynelish-24-years-old-1983-the-old-malt-cask/auction-12,Clynelish,24YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,404,Operational,50%,Box condition.,,3555,,,,,,, £380.00,120535
970,GlenAllachie - 16 Year Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120265/glenallachie-16-year-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,,,,,,,,, £380.00,120265
971,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120268/glenallachie-16-years-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,06/01/2023,,,,,,, £380.00,,120268
972,Glendronach - 27 Years Old - 1992 - Cask #182,https://www.highlandwhiskyauctions.com/lot-120598/glendronach-27-years-old-1992-cask-182/auction-12,Glendronach,27YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,613,Operational,49.5%,Minor tube mark.,,182,,,158,,,, £380.00,120598
973,Macallan - Speymalt 2001,https://www.highlandwhiskyauctions.com/lot-120689/macallan-speymalt-2001/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,215,Operational,51.1%,None,,3433,,,,,,, £360.00,120689
974,Ardbeg - Rollercoaster - Committee Release,https://www.highlandwhiskyauctions.com/lot-120444/ardbeg-rollercoaster-committee-release/auction-12,Ardbeg,,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,57.3%,None,,,,,,,,, £360.00,120444
975,Macallan - Speymalt 2002,https://www.highlandwhiskyauctions.com/lot-120690/macallan-speymalt-2002/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,248,Operational,57.3%,None,,1178,,,,,,, £360.00,120690
976,GlenAllachie - 16 Year Old - Billy Walker 50th Anniversary - Past Edition,https://www.highlandwhiskyauctions.com/lot-120182/glenallachie-16-year-old-billy-walker-50th-anniversary-past-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,57.1%,None,,,,,,,,, £360.00,120182
977,GlenAllachie - 16 Year Old - Billy Walker 50th Anniversary - Past Edition,https://www.highlandwhiskyauctions.com/lot-120183/glenallachie-16-year-old-billy-walker-50th-anniversary-past-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,57.1%,None,,,,,,,,, £360.00,120183
978,Hibiki - Japanese Harmony - (Ryusui-Hyakka) Limited Edition 2021,https://www.highlandwhiskyauctions.com/lot-120465/hibiki-japanese-harmony-ryusui-hyakka-limited-edition-2021/auction-12,HibikiSuntory,,Japan,Japanese,70cl,BlendedWhisky,,Operational,43%,None,06/01/2023,,,,,,, £360.00,,120465
979,Glenglassaugh - 27 Years Old 1978 - The Old Malt Cask,https://www.highlandwhiskyauctions.com/lot-120533/glenglassaugh-27-years-old-1978-the-old-malt-cask/auction-12,Glenglassaugh,27YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,213,Operational,50%,Box wear.,,1994,,,,,,, £360.00,120533
980,GlenAllachie - 16 Year Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120284/glenallachie-16-year-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,,,,,,,,, £360.00,120284
981,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Past Edition,https://www.highlandwhiskyauctions.com/lot-120285/glenallachie-16-years-old-billy-walker-50th-anniversary-past-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,57.1%,Box mark on back.,,,,,,,,, £360.00,120285
982,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120293/glenallachie-16-years-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,,,,,,,,, £360.00,120293
983,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120300/glenallachie-16-years-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,06/01/2023,,,,,,, £360.00,,120300
984,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Past Edition,https://www.highlandwhiskyauctions.com/lot-120301/glenallachie-16-years-old-billy-walker-50th-anniversary-past-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,57.1%,Minor indent on box.,06/01/2023,,,,,,, £360.00,,120301
985,GlenAllachie - 16 Years Old - Billy Walker 50th Anniversary - Present Edition,https://www.highlandwhiskyauctions.com/lot-120312/glenallachie-16-years-old-billy-walker-50th-anniversary-present-edition/auction-12,Glenallachie,16YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,,,,,,,,, £360.00,120312
986,Macallan - Double Cask Gold 6x 70cl,https://www.highlandwhiskyauctions.com/lot-120836/macallan-double-cask-gold-6x-70cl/auction-12,Macallan,,Scotland,Speyside,420cl,SingleMaltWhisky,,Operational,40%,None,06/01/2023,,,,,,, £360.00,,120836
987,Macallan - 10 Years Old (Early 2000's),https://www.highlandwhiskyauctions.com/lot-120581/macallan-10-years-old-early-2000s/auction-12,Macallan,10YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box condition.,06/01/2023,,,,,,, £360.00,,120581
988,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120838/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,None,06/01/2023,,,,,,, £360.00,,120838
989,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120420/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,None,06/01/2023,,,,,,, £340.00,,120420
990,Hazelburn - Rundlets & Kilderkins - Christmas 2012 (Private Bottling),https://www.highlandwhiskyauctions.com/lot-120160/hazelburn-rundlets-kilderkins-christmas-2012-private-bottling/auction-12,Springbank,,Scotland,Campbeltown,70cl,SingleMaltWhisky,66,Operational,46%,Label marks.Box creases/marks.,,,,,,,,, £340.00,120160
991,Bruichladdich - 23 Years Old - Black Art 1990 - Edition 04.1,https://www.highlandwhiskyauctions.com/lot-120452/bruichladdich-23-years-old-black-art-1990-edition-041/auction-12,Bruichladdich,23YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,49.2%,None,,,,,,,,, £340.00,120452
992,Hibiki - Japanese Harmony - (Ryusui-Hyakka) Limited Edition 2021,https://www.highlandwhiskyauctions.com/lot-120464/hibiki-japanese-harmony-ryusui-hyakka-limited-edition-2021/auction-12,HibikiSuntory,,Japan,Japanese,70cl,BlendedWhisky,,Operational,43%,Box condition.,06/01/2023,,,,,,, £340.00,,120464
993,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120740/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,Box condition.,06/01/2023,,,,,,, £340.00,,120740
994,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120741/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,None,06/01/2023,,,,,,, £340.00,,120741
995,Macallan - Speymalt 2000,https://www.highlandwhiskyauctions.com/lot-120606/macallan-speymalt-2000/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,248,Operational,54.1%,Mark on box.,06/01/2023,3241,,,,,, £340.00,,120606
996,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120739/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,Box condition.,06/01/2023,,,,,,, £330.00,,120739
997,Macallan - 18 Years Old - 2022 Release,https://www.highlandwhiskyauctions.com/lot-120163/macallan-18-years-old-2022-release/auction-12,Macallan,18YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Mark on top of box.,,,,,,,,, £320.00,120163
998,Glen Scotia - 25 Years Old ,https://www.highlandwhiskyauctions.com/lot-120686/glen-scotia-25-years-old/auction-12,GlenScotia,25YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,48.8%,None,,,,,,,,, £320.00,120686
999,Lagavulin - Feis Ile 2013,https://www.highlandwhiskyauctions.com/lot-120456/lagavulin-feis-ile-2013/auction-12,Lagavulin,,Scotland,Islay,70cl,SingleMaltWhisky,3500,Operational,51%,None,,,,,1346,,,, £320.00,120456
1000,Glenturret - Manager's Dram - Release No.2,https://www.highlandwhiskyauctions.com/lot-120702/glenturret-managers-dram-release-no2/auction-12,Glenturret,,Scotland,Highland,70cl,SingleMaltWhisky,750,Operational,51%,None,06/01/2023,,,,305,,, £320.00,,120702
1001,Ardbeg - Twenty One - Committee Release 2016,https://www.highlandwhiskyauctions.com/lot-120184/ardbeg-twenty-one-committee-release-2016/auction-12,Ardbeg,21YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,46%,Minor box creases.,,,,,,,,, £320.00,120184
1002,Glenfiddich - 26 Years Old - Grande Couronne,https://www.highlandwhiskyauctions.com/lot-120477/glenfiddich-26-years-old-grande-couronne/auction-12,Glenfiddich,26YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.8%,None,06/01/2023,,,,,,, £320.00,,120477
1003,Caol Ila - 24 Years Old - 175th Anniversary,https://www.highlandwhiskyauctions.com/lot-120734/caol-ila-24-years-old-175th-anniversary/auction-12,CaolIla,24YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,3000,Operational,52.1%,None,06/01/2023,,,,,,, £320.00,,120734
1004,Macallan - Home Collection - The Distillery,https://www.highlandwhiskyauctions.com/lot-120738/macallan-home-collection-the-distillery/auction-12,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,Box condition.,06/01/2023,,,,,,, £320.00,,120738
